V_flux,V_flux_err,V_mag,V_mag_err,I_flux,I_flux_err,I_mag,I_mag_err,V_minus_I,color_err,X_pos,Y_pos,Main_Sequence
84.6310,1.0684,21.1851,0.0137,69.7745,0.5424,20.0893,0.0084,1.0958,0.0161,4007.0000,1925.0000,True
84.0718,1.0544,21.1923,0.0136,85.7061,0.6502,19.8660,0.0082,1.3263,0.0159,2827.0000,2677.0000,False
83.7877,1.0542,21.1959,0.0137,83.6297,0.6394,19.8926,0.0083,1.3033,0.0160,3827.0000,2658.0000,False
83.2481,1.0452,21.2030,0.0136,89.6278,0.6798,19.8174,0.0082,1.3856,0.0159,3754.0000,1670.0000,False
82.7956,1.0470,21.2089,0.0137,72.2048,0.6442,20.0521,0.0097,1.1568,0.0168,3092.0000,1302.0000,True
82.3953,1.1691,21.2141,0.0154,60.1958,0.5028,20.2496,0.0091,0.9646,0.0179,637.0000,3311.0000,False
82.3147,1.0317,21.2152,0.0136,68.5996,0.6962,20.1077,0.0110,1.1075,0.0175,2366.0000,3403.0000,True
82.2139,1.0298,21.2165,0.0136,72.9848,0.7022,20.0404,0.0104,1.1761,0.0171,5184.0000,4838.0000,True
80.7953,3.1740,21.2354,0.0427,98.2529,2.1600,19.7176,0.0239,1.5178,0.0489,5238.0000,1994.0000,False
80.2041,1.0125,21.2434,0.0137,67.5987,0.5599,20.1237,0.0090,1.1198,0.0164,4328.0000,5152.0000,True
77.7990,0.9788,21.2765,0.0137,61.6910,0.4926,20.2229,0.0087,1.0535,0.0162,1624.0000,5169.0000,True
76.8966,0.9699,21.2891,0.0137,67.1309,0.5525,20.1312,0.0089,1.1579,0.0164,1711.0000,1068.0000,True
76.8331,1.0698,21.2900,0.0151,67.2615,0.6014,20.1291,0.0097,1.1609,0.0180,5230.0000,2624.0000,True
76.7716,0.9971,21.2909,0.0141,103.3230,0.8697,19.6630,0.0091,1.6279,0.0168,1011.0000,3089.0000,False
76.0873,0.9606,21.3006,0.0137,67.4492,1.4411,20.1261,0.0232,1.1746,0.0269,4407.0000,2133.0000,True
75.6493,1.0170,21.3069,0.0146,71.2141,0.6014,20.0671,0.0092,1.2398,0.0172,5210.0000,2368.0000,True
75.3469,1.7970,21.3112,0.0259,66.9436,0.5192,20.1342,0.0084,1.1770,0.0272,1629.0000,1229.0000,True
74.8019,0.9494,21.3191,0.0138,58.8452,0.5467,20.2742,0.0101,1.0449,0.0171,3876.0000,768.0000,True
74.6197,0.9560,21.3218,0.0139,67.8191,0.5274,20.1201,0.0084,1.2016,0.0163,2531.0000,3099.0000,True
74.2316,0.9391,21.3274,0.0137,65.3593,0.5120,20.1602,0.0085,1.1672,0.0162,3176.0000,3659.0000,True
74.0821,0.9352,21.3296,0.0137,66.0162,0.5129,20.1494,0.0084,1.1802,0.0161,3676.0000,3898.0000,True
73.4472,0.9273,21.3390,0.0137,65.8634,0.5123,20.1519,0.0084,1.1871,0.0161,2254.0000,3663.0000,True
73.4126,1.3915,21.3395,0.0206,62.6022,0.4963,20.2070,0.0086,1.1324,0.0223,2525.0000,3495.0000,True
73.3736,1.0356,21.3401,0.0153,59.9971,0.5109,20.2532,0.0092,1.0869,0.0179,3628.0000,5473.0000,True
72.6977,0.9199,21.3501,0.0137,63.2439,0.4960,20.1960,0.0085,1.1541,0.0162,4181.0000,1693.0000,True
71.6135,0.9039,21.3664,0.0137,67.8246,0.5712,20.1200,0.0091,1.2464,0.0165,4163.0000,5468.0000,True
71.2043,0.9013,21.3726,0.0137,64.5670,0.5042,20.1735,0.0085,1.1992,0.0161,2109.0000,3558.0000,True
70.7979,0.8954,21.3788,0.0137,65.5975,0.5088,20.1563,0.0084,1.2226,0.0161,2790.0000,3827.0000,True
70.3829,1.0189,21.3852,0.0157,67.1266,0.5197,20.1313,0.0084,1.2540,0.0178,5289.0000,5502.0000,True
70.2669,0.8891,21.3870,0.0137,65.4293,0.6134,20.1591,0.0102,1.2280,0.0171,5289.0000,4260.0000,True
70.2654,0.9163,21.3870,0.0142,61.6447,0.5098,20.2238,0.0090,1.1633,0.0168,3498.0000,4137.0000,True
70.2296,0.8892,21.3876,0.0137,45.1024,0.3637,20.5630,0.0088,0.8246,0.0163,4335.0000,2417.0000,False
69.2387,1.2146,21.4030,0.0190,66.2570,0.5891,20.1454,0.0097,1.2576,0.0214,3721.0000,4648.0000,True
68.9394,0.8793,21.4077,0.0138,73.5907,0.5966,20.0314,0.0088,1.3763,0.0164,5077.0000,3481.0000,False
68.8389,0.8708,21.4093,0.0137,79.3589,0.9111,19.9495,0.0125,1.4598,0.0185,5301.0000,4763.0000,False
68.0296,0.8627,21.4222,0.0138,52.2663,1.0357,20.4029,0.0215,1.0192,0.0255,189.0000,2008.0000,False
67.7708,0.8754,21.4263,0.0140,85.5207,0.6492,19.8683,0.0082,1.5580,0.0163,5375.0000,2178.0000,False
67.1451,0.8498,21.4364,0.0137,62.7977,0.4880,20.2036,0.0084,1.2327,0.0161,4431.0000,5172.0000,True
67.0860,0.8528,21.4373,0.0138,93.9271,0.7118,19.7665,0.0082,1.6708,0.0161,2576.0000,4189.0000,False
67.0336,0.8493,21.4382,0.0138,60.2776,0.4810,20.2481,0.0087,1.1901,0.0163,1848.0000,5109.0000,True
66.4387,0.8508,21.4478,0.0139,62.5513,0.5036,20.2079,0.0087,1.2399,0.0164,4408.0000,2872.0000,True
66.3855,1.4414,21.4487,0.0236,63.5649,0.4958,20.1905,0.0085,1.2583,0.0250,3483.0000,5261.0000,True
66.3534,0.9182,21.4492,0.0150,57.9995,0.4795,20.2899,0.0090,1.1593,0.0175,2793.0000,712.0000,True
66.2290,0.8490,21.4513,0.0139,59.7207,0.4880,20.2582,0.0089,1.1931,0.0165,1796.0000,4859.0000,True
66.1611,0.8656,21.4524,0.0142,51.8923,0.4161,20.4107,0.0087,1.0417,0.0167,2490.0000,4291.0000,False
66.1608,0.8393,21.4524,0.0138,64.1687,0.5009,20.1802,0.0085,1.2722,0.0162,2845.0000,3960.0000,True
65.7928,0.8387,21.4585,0.0138,58.4151,0.5231,20.2822,0.0097,1.1763,0.0169,210.0000,659.0000,True
65.5873,0.8346,21.4619,0.0138,58.7092,0.4888,20.2767,0.0090,1.1851,0.0165,4718.0000,5272.0000,True
65.3181,0.8303,21.4663,0.0138,59.7671,0.4682,20.2573,0.0085,1.2090,0.0162,2323.0000,2139.0000,True
65.1775,0.8301,21.4687,0.0138,73.5370,0.5708,20.0322,0.0084,1.4364,0.0162,3900.0000,3805.0000,False
64.9526,0.8622,21.4724,0.0144,58.2755,0.6152,20.2848,0.0115,1.1876,0.0184,1277.0000,457.0000,True
64.5325,0.8427,21.4795,0.0142,55.1287,0.4509,20.3451,0.0089,1.1344,0.0167,3212.0000,640.0000,True
63.3845,1.0341,21.4989,0.0177,40.9251,0.3860,20.6685,0.0102,0.8304,0.0205,5339.0000,4568.0000,False
62.5891,0.9152,21.5127,0.0159,65.7680,0.5147,20.1535,0.0085,1.3592,0.0180,5085.0000,2106.0000,True
62.3102,0.8108,21.5175,0.0141,65.9547,0.5315,20.1504,0.0087,1.3671,0.0166,4571.0000,3081.0000,True
62.1083,0.7921,21.5210,0.0138,54.4713,0.4567,20.3581,0.0091,1.1629,0.0166,1243.0000,3204.0000,True
61.6813,1.1319,21.5285,0.0199,56.9333,0.4484,20.3101,0.0086,1.2184,0.0217,2226.0000,3469.0000,True
61.4654,0.7834,21.5323,0.0138,61.0301,0.4768,20.2346,0.0085,1.2977,0.0162,1488.0000,3851.0000,True
61.2155,1.1771,21.5367,0.0209,133.1633,1.0101,19.3875,0.0082,2.1492,0.0224,1732.0000,365.0000,False
60.7870,0.8077,21.5444,0.0144,56.6649,0.5698,20.3152,0.0109,1.2292,0.0181,413.0000,2965.0000,True
60.2890,0.7685,21.5533,0.0138,55.1359,0.4517,20.3449,0.0089,1.2084,0.0165,1961.0000,4480.0000,True
59.5192,0.9501,21.5673,0.0173,60.3038,0.4709,20.2476,0.0085,1.3196,0.0193,2357.0000,1310.0000,True
59.4532,0.7591,21.5685,0.0139,54.4937,0.4462,20.3576,0.0089,1.2108,0.0165,2395.0000,4561.0000,True
59.1057,0.7592,21.5748,0.0139,61.8665,0.6433,20.2199,0.0113,1.3550,0.0179,3257.0000,1058.0000,True
59.0741,0.7546,21.5754,0.0139,56.5374,0.4431,20.3177,0.0085,1.2577,0.0163,2432.0000,3220.0000,True
58.8470,0.7645,21.5796,0.0141,49.3116,0.4128,20.4661,0.0091,1.1135,0.0168,467.0000,2404.0000,True
58.3217,0.7661,21.5893,0.0143,63.0947,0.5172,20.1985,0.0089,1.3908,0.0168,4389.0000,4843.0000,True
57.8561,0.7401,21.5980,0.0139,52.8609,0.4206,20.3907,0.0086,1.2074,0.0164,3213.0000,2538.0000,True
57.4683,0.7355,21.6053,0.0139,52.8209,0.4220,20.3915,0.0087,1.2138,0.0164,1617.0000,3005.0000,True
57.3075,0.7362,21.6084,0.0139,51.1247,0.4123,20.4269,0.0088,1.1814,0.0165,2503.0000,3856.0000,True
56.8120,0.7276,21.6178,0.0139,73.3643,0.5679,20.0348,0.0084,1.5830,0.0162,1824.0000,2417.0000,False
55.5532,0.7433,21.6421,0.0145,52.7602,0.4193,20.3927,0.0086,1.2494,0.0169,3576.0000,4915.0000,True
55.4014,0.8579,21.6451,0.0168,54.5986,0.4771,20.3555,0.0095,1.2896,0.0193,5312.0000,4599.0000,True
54.7868,0.7035,21.6572,0.0139,53.5460,0.4229,20.3767,0.0086,1.2805,0.0164,3080.0000,2281.0000,True
54.6027,0.7151,21.6609,0.0142,83.3214,0.6328,19.8966,0.0082,1.7643,0.0164,4283.0000,4369.0000,False
54.5268,0.7708,21.6624,0.0153,56.5497,0.4467,20.3174,0.0086,1.3450,0.0176,2399.0000,4680.0000,True
54.2142,2.3970,21.6686,0.0480,65.7699,0.5490,20.1534,0.0091,1.5152,0.0489,2679.0000,4396.0000,False
53.4529,2.2579,21.6840,0.0459,96.7914,3.3333,19.7339,0.0374,1.9501,0.0592,1194.0000,1178.0000,False
53.3176,0.7030,21.6867,0.0143,48.9171,0.4139,20.4748,0.0092,1.2119,0.0170,2811.0000,1196.0000,True
52.9201,0.6811,21.6948,0.0140,31.5554,0.2711,20.9508,0.0093,0.7440,0.0168,3823.0000,5091.0000,False
52.9136,0.6837,21.6950,0.0140,48.9289,0.3949,20.4746,0.0088,1.2204,0.0165,4937.0000,3912.0000,True
52.8449,0.6837,21.6964,0.0140,31.4528,0.3404,20.9544,0.0117,0.7420,0.0183,4872.0000,2003.0000,False
51.9244,0.6688,21.7155,0.0140,55.0638,0.6041,20.3463,0.0119,1.3691,0.0184,3096.0000,4838.0000,True
51.3794,0.6640,21.7269,0.0140,53.4238,0.4252,20.3792,0.0086,1.3478,0.0165,3147.0000,2884.0000,True
50.9440,0.6576,21.7362,0.0140,51.3730,0.4218,20.4217,0.0089,1.3145,0.0166,2312.0000,4156.0000,True
50.7482,0.6599,21.7403,0.0141,50.3511,0.4028,20.4435,0.0087,1.2969,0.0166,4125.0000,4612.0000,True
50.6688,0.6671,21.7420,0.0143,40.2560,0.3311,20.6864,0.0089,1.0556,0.0169,4560.0000,2036.0000,False
50.0267,0.6734,21.7559,0.0146,49.7950,0.4092,20.4555,0.0089,1.3004,0.0171,2601.0000,769.0000,True
49.9938,0.7484,21.7566,0.0163,83.3353,0.6330,19.8964,0.0082,1.8602,0.0182,5123.0000,4226.0000,False
49.8742,0.6701,21.7592,0.0146,36.7465,0.3067,20.7855,0.0091,0.9737,0.0172,1318.0000,1859.0000,False
49.8672,0.7667,21.7594,0.0167,50.2269,0.4147,20.4462,0.0090,1.3132,0.0189,4944.0000,2833.0000,True
49.1631,0.6358,21.7748,0.0140,63.0405,0.4906,20.1995,0.0084,1.5754,0.0164,2899.0000,2680.0000,False
48.8420,0.6361,21.7819,0.0141,50.2198,0.4025,20.4463,0.0087,1.3356,0.0166,4503.0000,3405.0000,True
48.8402,0.6747,21.7820,0.0150,29.1264,0.3938,21.0378,0.0147,0.7442,0.0210,279.0000,2637.0000,False
48.3839,1.0014,21.7921,0.0225,49.3647,1.0969,20.4650,0.0241,1.3272,0.0330,3527.0000,2858.0000,True
48.3480,0.6264,21.7930,0.0141,46.1519,0.3799,20.5380,0.0089,1.2549,0.0167,1450.0000,2299.0000,True
48.2884,0.6273,21.7943,0.0141,47.1388,0.4691,20.5151,0.0108,1.2792,0.0178,4919.0000,3042.0000,True
48.1778,2.2030,21.7968,0.0496,30.0269,0.2888,21.0047,0.0104,0.7921,0.0507,2341.0000,4783.0000,False
47.4534,0.6517,21.8132,0.0149,106.1549,0.8039,19.6336,0.0082,2.1796,0.0170,2415.0000,457.0000,False
47.4496,0.8640,21.8133,0.0198,49.3229,1.0082,20.4659,0.0222,1.3474,0.0297,3478.0000,5281.0000,True
46.9680,0.6099,21.8244,0.0141,48.3703,0.3874,20.4871,0.0087,1.3373,0.0166,2210.0000,3513.0000,True
46.7700,0.6094,21.8290,0.0141,29.2016,0.6148,21.0350,0.0229,0.7940,0.0269,1592.0000,4957.0000,False
46.7528,0.6083,21.8294,0.0141,43.3841,0.3528,20.6052,0.0088,1.2242,0.0167,3807.0000,1782.0000,True
46.1874,0.6630,21.8426,0.0156,44.4835,0.3704,20.5780,0.0090,1.2646,0.0180,4756.0000,5379.0000,True
45.6776,0.7489,21.8546,0.0178,43.6846,0.3642,20.5977,0.0091,1.2570,0.0200,5036.0000,2354.0000,True
45.6092,3.4544,21.8563,0.0822,48.3147,0.3890,20.4883,0.0087,1.3680,0.0827,5269.0000,4118.0000,True
45.3571,0.5964,21.8623,0.0143,45.1977,0.5413,20.5607,0.0130,1.3016,0.0193,2759.0000,1291.0000,True
45.0747,0.5891,21.8691,0.0142,36.3206,1.7752,20.7981,0.0531,1.0710,0.0549,5234.0000,3456.0000,False
45.0319,0.5872,21.8701,0.0142,48.1218,0.3873,20.4926,0.0087,1.3775,0.0166,2573.0000,2073.0000,True
44.9738,0.6702,21.8715,0.0162,42.9818,0.3586,20.6153,0.0091,1.2562,0.0185,1900.0000,709.0000,True
44.7449,1.4542,21.8770,0.0353,47.3317,0.3846,20.5106,0.0088,1.3664,0.0364,246.0000,2537.0000,True
44.5006,0.5805,21.8830,0.0142,43.8816,0.3553,20.5928,0.0088,1.2902,0.0167,2298.0000,1288.0000,True
44.4355,0.6420,21.8846,0.0157,48.5068,0.4703,20.4840,0.0105,1.4006,0.0189,434.0000,2526.0000,True
44.3056,5.4421,21.8878,0.1334,52.8181,4.5717,20.3915,0.0940,1.4962,0.1631,2001.0000,3187.0000,False
44.2121,0.6231,21.8900,0.0153,43.6027,0.3589,20.5997,0.0089,1.2903,0.0177,3655.0000,4390.0000,True
44.1584,0.6041,21.8914,0.0149,47.2290,0.7542,20.5130,0.0173,1.3784,0.0228,4928.0000,2424.0000,True
43.6035,0.5696,21.9051,0.0142,57.2316,0.4488,20.3044,0.0085,1.6007,0.0165,3700.0000,2507.0000,False
43.5709,0.5700,21.9059,0.0142,51.1744,0.4070,20.4259,0.0086,1.4800,0.0166,3712.0000,2373.0000,False
43.5616,0.5720,21.9061,0.0143,43.9869,0.3629,20.5902,0.0090,1.3159,0.0168,5003.0000,1773.0000,True
43.4811,0.5678,21.9081,0.0142,36.7970,0.3065,20.7840,0.0090,1.1242,0.0168,1766.0000,5360.0000,False
43.4522,0.5687,21.9089,0.0142,64.3382,0.5052,20.1773,0.0085,1.7315,0.0166,2374.0000,2108.0000,False
43.2762,0.5648,21.9133,0.0142,45.4818,0.3931,20.5539,0.0094,1.3594,0.0170,3607.0000,5449.0000,True
42.7281,0.5634,21.9271,0.0143,42.8255,0.3539,20.6192,0.0090,1.3079,0.0169,3942.0000,507.0000,True
42.6484,0.5625,21.9291,0.0143,43.7800,0.3573,20.5953,0.0089,1.3338,0.0168,2435.0000,3090.0000,True
42.4285,0.5571,21.9348,0.0143,43.0767,0.7911,20.6129,0.0199,1.3219,0.0245,2141.0000,4787.0000,True
42.3712,0.5892,21.9362,0.0151,54.4981,0.4305,20.3575,0.0086,1.5787,0.0174,1980.0000,3147.0000,False
42.1169,0.5513,21.9428,0.0142,40.9599,0.3360,20.6676,0.0089,1.2752,0.0168,3436.0000,1544.0000,True
41.3813,0.6473,21.9619,0.0170,42.5977,0.3491,20.6250,0.0089,1.3369,0.0192,3653.0000,3172.0000,True
41.2918,0.5415,21.9642,0.0142,44.2394,0.3577,20.5840,0.0088,1.3803,0.0167,2919.0000,5200.0000,True
41.1731,0.5412,21.9674,0.0143,70.3461,0.5454,20.0804,0.0084,1.8870,0.0166,4595.0000,1708.0000,False
41.1373,0.5407,21.9683,0.0143,81.4322,0.6257,19.9215,0.0083,2.0468,0.0165,2379.0000,4919.0000,False
41.0384,0.6781,21.9709,0.0179,47.6341,0.3804,20.5037,0.0087,1.4672,0.0199,4903.0000,4661.0000,True
40.7012,0.5598,21.9799,0.0149,45.3733,0.4613,20.5565,0.0110,1.4234,0.0186,2422.0000,4872.0000,True
40.5968,0.5670,21.9827,0.0152,82.4022,10.3869,19.9087,0.1369,2.0740,0.1377,641.0000,3025.0000,False
40.3103,0.5318,21.9904,0.0143,26.2481,1.8555,21.1508,0.0767,0.8396,0.0781,3274.0000,1051.0000,False
40.2341,0.7300,21.9924,0.0197,83.2686,0.6426,19.8973,0.0084,2.0951,0.0214,3660.0000,4916.0000,False
39.6901,0.5231,22.0072,0.0143,47.6278,0.3864,20.5038,0.0088,1.5033,0.0168,3988.0000,3343.0000,False
39.6267,0.5236,22.0089,0.0143,42.1264,0.3689,20.6371,0.0095,1.3718,0.0172,4016.0000,3513.0000,False
39.6073,0.7131,22.0095,0.0195,33.8747,0.4094,20.8738,0.0131,1.1356,0.0235,1285.0000,3638.0000,False
39.5159,0.5221,22.0120,0.0143,29.1826,0.2499,21.0357,0.0093,0.9763,0.0171,750.0000,1534.0000,False
38.5566,0.5086,22.0387,0.0143,33.4982,0.2805,20.8859,0.0091,1.1527,0.0170,3349.0000,4178.0000,False
38.0575,0.5049,22.0528,0.0144,42.9523,0.3485,20.6160,0.0088,1.4368,0.0169,1624.0000,2661.0000,False
37.7480,0.5002,22.0617,0.0144,42.3852,0.3445,20.6305,0.0088,1.4312,0.0169,4151.0000,4115.0000,False
37.1917,0.4923,22.0778,0.0144,50.6776,0.4027,20.4365,0.0086,1.6413,0.0168,1916.0000,2748.0000,False
37.0535,0.5045,22.0818,0.0148,56.9376,1.5095,20.3100,0.0288,1.7718,0.0324,467.0000,973.0000,False
36.9225,0.4892,22.0857,0.0144,47.3554,0.3839,20.5101,0.0088,1.5756,0.0169,1445.0000,4145.0000,False
36.8594,0.4900,22.0875,0.0144,41.5944,0.3402,20.6509,0.0089,1.4366,0.0169,3071.0000,3828.0000,False
36.7677,0.4910,22.0902,0.0145,37.4515,0.3278,20.7648,0.0095,1.3254,0.0173,2168.0000,971.0000,False
36.7540,0.4880,22.0906,0.0144,40.9596,0.3363,20.6676,0.0089,1.4230,0.0169,3513.0000,2967.0000,False
36.6013,0.5514,22.0952,0.0164,45.6389,0.4063,20.5502,0.0097,1.5450,0.0190,5318.0000,5205.0000,False
36.3056,0.4882,22.1040,0.0146,49.7317,0.3962,20.4569,0.0087,1.6471,0.0170,1417.0000,4302.0000,False
36.2733,0.4863,22.1049,0.0146,46.7934,0.5197,20.5230,0.0121,1.5819,0.0189,1400.0000,640.0000,False
35.9381,0.5175,22.1150,0.0156,49.2279,0.3947,20.4680,0.0087,1.6470,0.0179,3102.0000,5304.0000,False
35.8538,0.4776,22.1176,0.0145,48.4799,1.8803,20.4846,0.0421,1.6330,0.0445,3028.0000,4527.0000,False
35.0512,0.4734,22.1421,0.0147,42.3617,0.5295,20.6311,0.0136,1.5111,0.0200,2602.0000,4453.0000,False
34.9290,0.6108,22.1459,0.0190,41.8171,0.3417,20.6451,0.0089,1.5008,0.0210,4384.0000,4996.0000,False
34.5258,1.5833,22.1585,0.0498,32.6975,1.2294,20.9122,0.0408,1.2463,0.0644,290.0000,2337.0000,False
34.4862,0.4673,22.1598,0.0147,40.7852,0.3727,20.6722,0.0099,1.4875,0.0177,1883.0000,2295.0000,False
33.9392,0.4988,22.1771,0.0160,41.9417,0.3418,20.6419,0.0088,1.5353,0.0182,4460.0000,1612.0000,False
33.8679,0.4553,22.1794,0.0146,38.2633,0.3158,20.7415,0.0090,1.4379,0.0171,2167.0000,3503.0000,False
33.1252,0.4451,22.2035,0.0146,39.8251,0.3279,20.6981,0.0089,1.5054,0.0171,4096.0000,3669.0000,False
33.0703,0.4445,22.2053,0.0146,34.2706,1.1222,20.8612,0.0356,1.3441,0.0384,4635.0000,2972.0000,False
32.9727,0.4912,22.2085,0.0162,36.8167,0.3584,20.7834,0.0106,1.4251,0.0193,4824.0000,5567.0000,False
32.7152,0.5083,22.2170,0.0169,88.0361,1.0993,19.8368,0.0136,2.3802,0.0216,5204.0000,1608.0000,False
32.4241,3.2147,22.2267,0.1076,56.2749,5.2487,20.3227,0.1013,1.9040,0.1478,1197.0000,1183.0000,False
32.0876,0.4321,22.2381,0.0146,37.0605,0.3117,20.7762,0.0091,1.4618,0.0172,3009.0000,4037.0000,False
32.0525,0.4363,22.2392,0.0148,44.4243,0.5268,20.5794,0.0129,1.6598,0.0196,5362.0000,3782.0000,False
31.8750,0.4282,22.2453,0.0146,34.7946,0.2930,20.8447,0.0091,1.4006,0.0172,2263.0000,2884.0000,False
31.6073,0.4433,22.2544,0.0152,40.6764,0.3340,20.6751,0.0089,1.5793,0.0176,4093.0000,1469.0000,False
31.1220,0.6378,22.2712,0.0223,38.0345,1.2736,20.7481,0.0364,1.5232,0.0426,5211.0000,4949.0000,False
31.0181,0.4256,22.2749,0.0149,36.0999,0.3998,20.8047,0.0120,1.4701,0.0191,4705.0000,2590.0000,False
30.8867,0.4621,22.2795,0.0162,36.6487,0.6004,20.7884,0.0178,1.4911,0.0241,3448.0000,2629.0000,False
30.8706,0.4175,22.2800,0.0147,29.3578,0.2521,21.0292,0.0093,1.2508,0.0174,3310.0000,4131.0000,False
30.4187,0.4105,22.2960,0.0147,40.2790,0.3305,20.6858,0.0089,1.6102,0.0171,3973.0000,5034.0000,False
30.3365,0.4099,22.2990,0.0147,39.8134,0.3248,20.6984,0.0089,1.6006,0.0171,1789.0000,2664.0000,False
30.1533,0.4987,22.3056,0.0180,33.0169,3.5516,20.9017,0.1168,1.4039,0.1182,4772.0000,5278.0000,False
29.9632,0.5045,22.3124,0.0183,36.2681,0.5410,20.7997,0.0162,1.5127,0.0244,766.0000,2784.0000,False
29.4218,0.4012,22.3322,0.0148,37.2206,0.4685,20.7715,0.0137,1.5607,0.0201,4827.0000,4716.0000,False
29.4069,0.3989,22.3328,0.0147,35.2939,0.2973,20.8293,0.0091,1.5035,0.0173,2607.0000,3907.0000,False
29.3715,1.0311,22.3341,0.0381,35.4472,0.3011,20.8245,0.0092,1.5095,0.0392,2768.0000,5398.0000,False
28.9083,0.5415,22.3513,0.0203,33.0341,0.2899,20.9011,0.0095,1.4503,0.0225,267.0000,3935.0000,False
28.5372,0.5376,22.3654,0.0205,33.2279,0.2883,20.8947,0.0094,1.4706,0.0225,2315.0000,5361.0000,False
27.8482,0.6300,22.3919,0.0246,36.4273,0.3557,20.7949,0.0106,1.5970,0.0268,4587.0000,2094.0000,False
27.8327,0.3805,22.3925,0.0148,32.6262,0.2765,20.9146,0.0092,1.4779,0.0175,2314.0000,3994.0000,False
27.8215,0.9040,22.3929,0.0353,46.7805,0.3809,20.5233,0.0088,1.8696,0.0364,2491.0000,5049.0000,False
27.7225,0.3791,22.3968,0.0148,34.2162,0.2858,20.8629,0.0091,1.5339,0.0174,3015.0000,2908.0000,False
27.1533,0.3725,22.4193,0.0149,32.7611,0.2786,20.9101,0.0092,1.5092,0.0175,2818.0000,4239.0000,False
26.6627,0.4140,22.4391,0.0169,34.0929,0.2883,20.8668,0.0092,1.5723,0.0192,1175.0000,1211.0000,False
26.2904,0.4023,22.4544,0.0166,33.5989,1.0479,20.8827,0.0339,1.5717,0.0377,5028.0000,4477.0000,False
26.1413,0.4213,22.4606,0.0175,33.9883,0.4169,20.8702,0.0133,1.5904,0.0220,5260.0000,4147.0000,False
25.9982,0.7598,22.4665,0.0317,32.6457,0.2794,20.9139,0.0093,1.5526,0.0331,4837.0000,2966.0000,False
25.8313,0.3952,22.4735,0.0166,46.0206,5.8083,20.5411,0.1370,1.9324,0.1380,604.0000,1401.0000,False
25.5788,1.7746,22.4842,0.0753,71.7388,0.5692,20.0591,0.0086,2.4251,0.0758,3598.0000,788.0000,False
25.2873,0.3667,22.4966,0.0157,34.7861,0.3215,20.8450,0.0100,1.6517,0.0187,4669.0000,4488.0000,False
24.3344,0.3741,22.5383,0.0167,38.3084,0.5467,20.7403,0.0155,1.7981,0.0228,614.0000,2824.0000,False
21.2196,1.2091,22.6871,0.0619,30.2050,0.2593,20.9983,0.0093,1.6888,0.0626,1661.0000,5116.0000,False
